idPessoaQueSegue,idPessoaQueESeguida,dataInicioQueSegue,dataFimQueSegue,grauAmizade
228,182,12/06/2022,,
104,454,14/01/2025,,1
380,53,21/08/2020,14/05/2022,0
402,104,04/05/2021,,2
302,305,11/09/2023,,0
172,420,08/07/2023,,1
201,286,14/07/2021,,2
66,72,08/04/2022,,
26,488,24/03/2021,,0
269,216,16/01/2024,,2
171,208,23/02/2025,08/09/2025,0
264,461,07/03/2021,,0
208,353,06/04/2020,,
165,2,17/06/2020,,2
251,30,11/02/2020,,0
415,22,31/08/2025,,2
377,98,11/01/2023,,0
333,62,19/04/2025,,2
447,298,06/09/2023,,0
358,11,26/02/2024,,0
354,406,20/01/2022,11/07/2025,0
499,106,01/08/2024,20/08/2025,1
113,344,05/01/2020,,
269,174,07/08/2024,,0
345,165,04/06/2022,,1
473,294,09/02/2024,,1
402,135,22/09/2020,,2
412,278,01/05/2025,,2
101,235,29/05/2023,,2
416,108,16/06/2023,,0
194,42,17/01/2025,08/07/2025,
426,65,13/10/2024,,
493,91,19/07/2024,,
498,350,31/07/2020,,0
56,84,20/08/2020,03/07/2025,0
227,163,24/08/2020,,1
211,186,22/07/2021,08/11/2022,2
144,478,29/07/2025,14/08/2025,
24,33,23/04/2022,,1
404,264,03/05/2020,14/01/2024,0
375,498,21/03/2023,,0
22,238,17/05/2024,,1
123,215,22/06/2024,,0
282,43,04/01/2021,07/12/2024,0
369,203,03/01/2021,,1
407,202,21/09/2025,,
86,253,27/08/2020,,1
463,46,02/11/2024,08/11/2024,1
384,135,01/06/2023,,
386,294,28/06/2022,30/11/2024,2
274,308,07/09/2020,,2
370,148,05/10/2023,,1
250,306,21/10/2021,,1
162,170,30/08/2021,,1
64,297,11/02/2020,,1
391,380,14/01/2021,,
415,395,28/02/2021,06/07/2025,1
213,155,28/04/2024,14/09/2024,0
473,313,30/04/2021,,0
295,87,12/12/2023,,1
277,1,26/12/2022,,0
487,290,18/07/2021,16/04/2023,1
358,89,15/03/2024,,1
303,186,10/07/2023,,0
217,325,02/06/2023,,0
140,468,13/09/2020,,1
411,118,14/04/2025,,
410,105,18/09/2024,,1
82,402,25/08/2021,09/06/2022,
318,223,06/03/2021,14/10/2022,2
493,75,19/09/2024,,
355,5,29/11/2023,,2
130,83,20/10/2021,,1
60,99,23/08/2024,,0
128,193,07/10/2020,,0
193,198,26/10/2020,26/12/2021,1
453,300,06/07/2022,,1
304,358,05/10/2020,,2
404,424,18/07/2021,,1
429,102,17/08/2021,,
167,88,27/12/2024,31/08/2025,0
295,299,12/09/2020,,
82,13,20/12/2021,04/09/2025,2
194,192,15/02/2022,,0
315,387,31/10/2022,,1
402,115,05/11/2021,,0
104,407,03/06/2020,01/01/2025,2
295,160,12/01/2020,01/01/2022,1
74,110,14/03/2023,30/04/2023,1
103,354,14/06/2023,17/12/2023,2
363,15,08/01/2022,28/07/2024,0
296,360,20/10/2021,13/03/2023,1
384,29,18/06/2022,,
33,112,24/08/2020,,1
66,447,15/03/2022,,2
191,4,13/08/2024,,
204,344,07/01/2025,,
344,160,14/02/2022,14/09/2022,0
410,409,26/06/2022,,2
413,177,03/07/2020,,
118,335,06/07/2025,,2
490,220,14/02/2022,,1
482,159,06/02/2021,12/05/2022,2
490,345,16/07/2024,,0
211,493,12/04/2021,,2
222,236,16/06/2024,,0
291,125,21/11/2020,,0
312,323,18/10/2021,14/07/2025,1
19,226,17/07/2024,,2
113,134,05/06/2021,,0
475,50,18/04/2020,,1
16,495,21/12/2023,,0
478,426,24/05/2021,,0
99,313,17/04/2020,,0
141,138,15/07/2023,,
382,391,09/12/2021,,2
313,46,02/04/2021,,1
414,470,15/10/2023,,
104,353,18/03/2024,,0
237,485,23/12/2023,,1
36,37,01/11/2024,04/03/2025,
9,443,08/09/2022,,1
370,49,06/10/2023,,
288,345,21/01/2023,22/04/2024,0
401,211,22/09/2022,27/10/2022,2
44,414,28/09/2024,,1
269,499,11/04/2025,,0
147,276,05/01/2020,,0
35,485,25/09/2022,10/06/2025,
418,163,28/11/2023,,
236,487,13/08/2022,,2
250,491,15/01/2024,,1
287,269,28/04/2021,31/01/2023,
101,361,08/01/2023,03/07/2023,1
2,99,25/08/2021,20/01/2025,0
145,351,17/03/2022,,
213,24,03/08/2023,,2
146,4,25/12/2022,,1
138,58,10/12/2021,,2
104,405,01/03/2023,,1
360,394,24/11/2020,,0
5,78,17/02/2021,,0
59,171,18/09/2022,,0
2,451,23/04/2022,,2
281,122,17/01/2025,,1
168,112,17/06/2024,24/11/2024,1
201,219,19/05/2025,,2
453,92,30/07/2023,29/08/2025,
402,468,05/12/2020,,0
170,485,20/06/2020,,2
175,290,27/03/2020,,2
438,93,30/10/2021,,2
275,312,03/06/2020,02/03/2021,1
277,111,19/04/2025,15/10/2025,1
411,359,04/11/2024,,1
313,30,22/02/2024,,1
463,431,27/02/2022,24/09/2022,0
128,313,03/01/2023,,0
395,276,23/09/2024,,1
176,93,23/12/2021,,
166,149,22/06/2024,10/07/2024,2
266,74,03/05/2024,,2
405,469,22/10/2024,,
291,18,01/04/2020,29/12/2021,0
497,300,09/08/2023,,0
148,276,09/12/2024,,0
420,415,01/06/2023,,1
340,399,15/07/2024,,0
279,348,06/08/2023,,2
449,112,09/05/2022,,2
99,179,28/10/2021,,
413,36,22/04/2023,07/12/2023,0
187,36,06/01/2024,,0
63,65,16/12/2021,,
206,354,01/02/2020,,
268,462,12/03/2020,,
428,297,01/11/2021,06/08/2023,0
173,306,24/01/2020,15/03/2024,2
414,65,12/07/2020,,
90,345,30/06/2023,,0
431,41,23/10/2020,,2
412,346,09/05/2023,26/05/2023,0
275,408,14/06/2025,,
340,424,05/01/2025,,0
375,263,01/02/2021,07/10/2022,
402,118,13/05/2021,,2
358,431,28/06/2022,03/09/2023,0
224,6,04/11/2023,14/11/2024,
17,324,15/09/2024,04/05/2025,2
336,248,09/03/2022,,2
62,423,09/04/2021,,1
463,108,02/01/2021,,1
417,398,22/07/2020,,
281,498,10/03/2024,,1
258,360,13/06/2023,,1
320,300,09/05/2025,04/06/2025,0
5,269,08/04/2024,,
85,366,22/04/2021,21/12/2023,0
61,411,27/08/2022,,
416,49,24/09/2024,,2
135,29,08/03/2021,29/11/2023,
128,460,15/07/2021,10/03/2022,
240,328,08/08/2021,,1
385,341,09/08/2023,12/03/2024,1
365,338,02/10/2020,,0
241,357,24/10/2023,06/02/2024,0
140,362,04/08/2021,,0
356,437,08/11/2021,,1
238,149,04/10/2024,,2
396,70,24/09/2024,02/12/2024,1
160,138,02/05/2022,,
360,236,04/03/2025,,2
332,283,24/08/2024,29/09/2025,0
279,182,24/01/2021,26/05/2023,2
130,334,08/02/2024,,0
338,441,02/06/2024,,2
304,171,23/03/2024,,2
178,431,25/02/2022,,2
62,195,28/08/2021,30/08/2022,0
323,411,08/05/2024,,1
113,48,27/11/2020,23/01/2022,
234,95,15/02/2022,,0
193,174,26/06/2021,20/07/2025,1
73,385,29/07/2022,,
357,203,19/06/2020,,1
383,23,26/01/2025,,
328,327,23/09/2023,,0
31,74,09/10/2024,,2
135,261,21/01/2022,,0
110,377,01/10/2020,,0
106,172,04/07/2024,08/07/2025,0
39,281,24/08/2022,,2
230,117,22/08/2022,,0
374,195,11/10/2020,,0
388,154,14/10/2021,,2
278,115,06/01/2020,,
376,32,21/08/2025,,1
359,209,02/06/2023,,0
170,187,03/03/2023,,2
288,498,20/08/2025,,2
155,490,23/06/2025,29/06/2025,
162,252,17/10/2022,12/12/2024,0
96,28,13/08/2025,,0
387,308,22/10/2020,02/08/2023,2
14,220,06/06/2021,,1
340,189,21/04/2024,12/03/2025,2
370,43,09/04/2023,,0
480,208,13/06/2023,24/03/2024,2
247,139,04/02/2025,,0
175,336,11/05/2023,12/03/2024,
190,476,20/02/2025,,
422,82,09/02/2022,24/03/2022,2
460,300,19/06/2023,05/10/2025,1
429,113,25/12/2023,,
283,116,03/12/2022,20/05/2024,0
393,424,20/08/2023,,1
21,93,21/09/2020,,2
403,85,13/11/2020,19/01/2024,2
213,424,18/06/2024,,1
291,375,24/03/2025,18/07/2025,0
250,138,20/12/2023,12/03/2024,0
260,252,07/03/2021,,1
268,150,08/06/2025,06/09/2025,0
463,82,23/11/2022,,
257,28,10/06/2022,,0
379,322,27/12/2020,02/07/2022,0
288,206,25/01/2025,,0
226,448,17/03/2025,,0
430,49,22/08/2020,04/05/2021,1
181,236,18/09/2020,,2
441,357,21/07/2023,,1
103,10,23/04/2021,,0
284,90,14/05/2024,,0
327,258,06/02/2022,,2
316,9,02/06/2022,07/05/2023,1
135,493,30/08/2021,19/08/2024,2
311,125,22/05/2021,,2
430,52,05/04/2024,23/07/2024,0
101,399,26/09/2021,,0
167,290,08/04/2023,,2
1,279,13/04/2024,,0
291,360,15/05/2022,25/11/2023,2
113,253,11/09/2020,08/01/2023,2
42,11,13/03/2024,,2
449,286,17/01/2021,,0
197,55,05/11/2020,,0
44,75,01/04/2024,,1
121,375,19/10/2024,,
415,286,20/07/2020,17/11/2020,0
261,346,25/11/2024,,
143,134,26/12/2022,,1
406,54,01/02/2021,,0
288,255,20/12/2023,,
317,227,07/09/2021,,
172,185,17/02/2025,,2
53,8,25/03/2025,16/07/2025,
188,329,10/12/2023,06/08/2024,2
139,42,29/12/2023,13/09/2025,2
279,16,22/12/2020,,
284,136,05/03/2021,09/12/2021,2
100,272,27/02/2022,,1
500,449,10/06/2023,,2
446,68,26/06/2021,28/05/2023,
376,348,14/05/2022,,0
361,151,29/09/2024,,1
478,187,19/10/2024,07/10/2025,0
84,12,09/01/2022,09/08/2023,2
376,362,25/04/2022,,2
445,239,29/07/2023,,1
160,163,06/05/2023,25/07/2025,2
75,211,28/01/2023,,0
210,497,03/12/2020,,
436,124,17/10/2024,,1
398,265,13/11/2024,13/10/2025,1
315,220,06/05/2021,,
299,453,28/03/2025,,0
366,354,07/07/2023,,0
23,133,26/02/2022,,
5,406,04/06/2020,16/09/2021,1
312,69,17/11/2023,30/09/2025,
382,497,01/06/2021,,
83,180,27/07/2021,14/04/2023,2
216,264,30/01/2024,,1
288,284,17/05/2023,29/01/2025,1
354,207,19/10/2021,,0
271,370,13/05/2021,,0
248,386,10/02/2022,,0
96,88,17/05/2020,,
226,492,18/04/2021,,2
333,453,07/11/2020,,
281,316,30/01/2022,,2
131,253,11/04/2022,,
257,30,12/04/2024,,0
149,112,09/03/2023,06/04/2024,
389,282,15/10/2021,,1
41,288,28/09/2022,,2
433,279,03/06/2025,,
80,240,29/09/2025,,0
175,5,09/03/2025,14/05/2025,0
396,213,09/06/2020,,1
109,29,30/11/2021,,2
106,167,25/05/2022,,1
113,268,05/06/2021,,2
266,500,16/04/2022,03/10/2022,0
66,456,06/07/2025,,2
329,313,10/07/2022,25/12/2022,
267,417,07/10/2021,,0
149,176,14/08/2024,,0
262,210,11/04/2024,,
468,192,14/08/2023,,1
231,296,26/04/2021,24/11/2022,1
271,152,24/02/2023,,1
201,478,13/02/2020,,1
110,302,04/04/2021,,2
168,178,13/12/2023,30/09/2024,2
13,228,26/09/2021,,2
97,442,31/10/2020,30/05/2022,
473,200,27/08/2025,,1
223,312,20/07/2022,,2
465,155,12/02/2024,,0
479,267,16/05/2023,,2
184,490,22/05/2025,,1
310,244,17/03/2023,,1
296,40,19/10/2024,,2
430,330,02/03/2024,,2
83,89,14/01/2023,,1
14,256,18/10/2021,,2
455,282,26/12/2023,,1
126,51,09/06/2024,,0
440,359,16/10/2020,,1
431,208,18/06/2023,09/06/2025,
336,81,05/09/2020,,1
171,141,12/07/2024,,
174,343,14/05/2020,27/12/2021,2
79,85,03/01/2024,21/05/2025,0
474,493,03/04/2022,,1
274,356,30/09/2023,,1
44,476,05/03/2021,,
72,296,03/04/2025,,0
187,369,18/05/2023,,2
31,347,13/01/2021,,0
194,383,24/06/2022,,0
325,467,12/12/2023,,
201,471,17/11/2023,,2
26,303,28/07/2021,,1
265,95,18/05/2021,,0
32,121,25/01/2020,08/10/2023,
401,51,13/07/2024,,2
250,81,18/02/2024,26/06/2025,0
162,259,10/06/2020,,0
395,107,09/05/2020,03/07/2021,0
216,25,09/09/2020,,2
68,292,20/04/2025,,2
80,284,07/09/2023,,1
285,289,19/03/2025,,
343,3,07/01/2025,,0
308,381,11/05/2024,,0
193,482,18/04/2025,22/06/2025,1
370,52,30/09/2022,,2
100,1,25/04/2023,01/10/2025,2
196,392,30/11/2023,,1
500,200,03/04/2020,26/04/2024,0
188,462,09/09/2023,,1
412,306,27/08/2021,,0
53,288,03/05/2023,,1
320,496,04/08/2023,,0
333,397,22/10/2021,15/09/2023,0
382,397,24/08/2023,,1
71,336,13/06/2025,09/08/2025,0
176,249,28/06/2023,,
16,364,12/02/2022,10/06/2024,1
410,18,15/09/2025,,0
327,302,02/05/2022,,2
288,62,06/01/2022,,2
365,234,22/10/2022,28/11/2022,
188,107,19/05/2020,06/09/2023,1
327,111,13/06/2025,,2
259,202,18/06/2021,,1
223,74,09/04/2021,24/05/2024,
283,178,03/04/2022,,0
82,261,10/02/2024,,2
227,405,01/12/2020,,1
496,74,19/01/2023,,0
324,207,03/06/2020,,2
189,11,11/04/2020,08/01/2022,1
50,22,29/11/2022,17/08/2025,1
420,70,06/08/2020,,1
113,215,21/05/2025,15/10/2025,1
295,483,29/12/2023,,1
83,68,14/08/2022,,
281,59,26/11/2022,,
408,312,12/03/2020,13/11/2023,0
478,63,30/06/2025,29/08/2025,0
97,368,18/08/2024,09/04/2025,2
189,393,25/03/2023,,1
377,128,14/04/2022,,1
408,72,15/11/2021,,2
479,232,20/11/2020,,
400,444,07/01/2022,,2
253,55,01/11/2024,,2
201,230,04/10/2020,,2
80,90,22/06/2025,,0
36,168,05/07/2021,,2
289,362,14/05/2025,31/07/2025,0
212,62,11/10/2025,,0
19,441,21/03/2021,,2
437,422,27/02/2025,,
312,40,07/10/2020,15/04/2023,0
498,468,06/04/2024,,1
463,399,21/06/2022,,0
359,113,06/10/2022,15/03/2025,1
494,16,10/04/2023,,0
78,13,04/09/2024,25/09/2024,0
201,61,28/11/2022,,1
106,274,05/03/2021,21/10/2021,2
458,133,27/07/2023,,
372,275,29/03/2024,02/06/2024,2
113,42,25/04/2024,,2
204,338,21/09/2023,,2
89,343,14/08/2025,,
118,83,13/02/2022,,1
382,269,28/01/2024,,
187,430,20/06/2020,03/08/2022,1
176,180,31/01/2021,,0
101,321,08/09/2023,,2
395,290,20/01/2022,,0
123,106,29/01/2022,,2
207,243,26/08/2020,,
125,442,03/11/2021,,0
454,316,04/09/2023,,
80,353,18/04/2023,,1
368,460,17/07/2020,,0
370,286,06/01/2022,,2
498,475,12/02/2023,,0
350,497,16/10/2023,,
97,30,03/08/2023,,0
476,290,21/03/2024,,
185,37,01/09/2023,,2
276,377,05/01/2024,22/07/2024,
44,386,20/11/2023,,1
428,259,23/10/2022,,0
257,156,07/09/2020,07/05/2025,2
326,359,24/12/2024,,2
460,124,17/08/2023,01/02/2025,0
49,426,06/05/2025,18/06/2025,0
210,418,23/07/2022,,
48,283,14/04/2022,,2
248,175,25/05/2023,,
43,265,26/04/2024,10/11/2024,0
191,134,17/08/2023,,
447,291,21/08/2024,,1
196,425,28/09/2021,07/06/2024,2
70,303,01/08/2024,,2
67,364,11/02/2020,13/10/2024,0
14,159,06/04/2022,,2
24,359,26/04/2023,15/10/2024,2
87,300,23/05/2020,,2
189,104,29/10/2023,,0
48,75,10/02/2020,03/11/2023,1
283,372,25/05/2024,,1
399,383,08/04/2025,,2
421,484,14/08/2023,,
379,292,11/04/2023,,1
41,160,05/10/2024,19/09/2025,
490,86,19/05/2021,,0
155,426,27/12/2022,,2
141,425,01/08/2024,21/02/2025,2
470,142,01/04/2023,,2
85,100,24/06/2023,,1
319,35,20/07/2025,,2
201,270,03/10/2024,,0
300,140,19/02/2022,,2
307,239,15/05/2025,24/05/2025,0
222,256,26/04/2021,,
32,343,09/06/2024,,
160,487,18/11/2023,,1
440,149,15/07/2020,,
49,245,08/05/2021,,0
124,360,06/10/2022,,2
442,62,30/04/2020,,0
342,235,10/10/2023,,
119,449,07/07/2022,,0
352,449,17/08/2025,27/09/2025,1
408,134,05/07/2022,,2
29,445,30/08/2023,,0
491,364,21/07/2021,,0
179,122,19/09/2023,29/02/2024,2
64,333,10/01/2024,,1
431,281,04/08/2024,,2
120,136,05/12/2024,,2
47,231,14/05/2023,,0
187,168,08/01/2022,,0
201,48,07/03/2020,04/04/2020,
31,297,18/12/2020,,2
495,185,24/04/2021,11/04/2024,
424,33,29/08/2021,,1
48,345,10/03/2020,,2
396,282,26/11/2020,,2
64,84,07/05/2023,,2
140,448,05/12/2022,,2
361,2,20/02/2023,,2
295,448,30/06/2024,,2
480,177,25/05/2023,04/06/2023,0
448,193,03/08/2021,,2
33,395,21/11/2024,,1
151,195,07/07/2023,,
225,432,03/06/2021,18/03/2024,
339,488,25/11/2024,,0
54,320,09/07/2024,,
242,259,05/11/2024,27/11/2024,2
230,498,07/09/2020,14/12/2024,2
223,165,28/07/2025,10/08/2025,
221,435,24/10/2024,,2
123,198,24/09/2023,,
150,57,27/12/2024,,1
143,414,14/05/2022,,1
78,497,13/01/2024,,2
171,278,21/03/2025,,
57,184,10/11/2020,,1
148,177,29/01/2022,,2
62,141,17/06/2023,,2
317,466,13/08/2024,,0
359,497,01/05/2024,,1
187,307,24/08/2024,20/06/2025,2
198,387,14/11/2024,08/01/2025,2
475,151,16/09/2025,,2
378,355,24/05/2020,,2
292,353,27/04/2024,,2
103,314,28/11/2021,09/07/2022,
243,481,12/08/2021,,0
402,373,26/02/2025,,0
198,491,23/02/2020,,0
361,101,23/11/2021,,2
21,268,29/01/2024,07/08/2024,
407,170,23/10/2020,,2
485,28,06/06/2024,,0
237,275,05/12/2020,,0
161,205,06/02/2020,,0
379,200,15/06/2025,23/08/2025,0
375,313,22/11/2021,,0
120,68,07/08/2021,,1
94,141,18/12/2022,,0
370,23,06/07/2025,,2
125,213,11/01/2020,,0
260,57,05/02/2024,,1
317,119,01/05/2025,,
294,197,27/11/2020,,2
124,83,26/04/2020,,1
112,136,30/01/2022,28/07/2025,0
129,383,16/04/2023,,0
304,19,12/05/2022,11/10/2025,0
78,249,30/03/2023,07/06/2025,1
492,402,07/06/2025,,1
282,356,19/10/2021,10/03/2023,0
138,123,12/01/2024,,
331,57,13/01/2021,26/01/2021,0
81,301,25/02/2025,,
281,42,06/04/2022,,
458,184,09/09/2024,,
425,204,26/04/2025,,
282,438,25/02/2020,,1
307,440,09/11/2023,,1
102,111,13/03/2025,,1
212,149,25/03/2020,,
291,256,22/11/2021,,1
356,92,13/07/2023,,2
361,210,05/12/2022,,2
483,275,22/12/2023,,0
206,465,28/07/2021,12/01/2024,0
53,146,15/11/2024,23/08/2025,2
434,129,25/09/2021,,
355,232,28/05/2021,25/02/2023,2
407,109,05/07/2025,03/08/2025,0
179,23,03/08/2020,,
96,340,07/05/2021,29/09/2025,1
275,461,30/05/2023,,
115,472,05/01/2025,18/06/2025,1
157,74,28/06/2021,15/03/2024,1
483,33,02/04/2025,18/04/2025,2
79,425,27/04/2021,,2
481,382,01/03/2025,18/07/2025,1
396,137,16/07/2023,14/02/2024,2
187,200,31/07/2024,,1
74,312,15/11/2020,04/04/2024,1
124,485,06/02/2025,02/08/2025,2
115,74,21/10/2021,19/07/2024,1
211,128,25/04/2023,,0
491,237,12/11/2020,,0
131,219,07/03/2020,,2
368,385,29/06/2024,,0
193,14,29/11/2020,,2
88,285,05/06/2020,15/07/2022,1
275,171,14/09/2025,,0
405,93,08/07/2021,19/09/2023,2
378,115,14/07/2024,25/09/2024,1
165,211,06/03/2024,,1
159,81,20/06/2021,,0
282,217,07/07/2020,,
231,125,04/08/2024,,
201,144,08/12/2021,,1
359,385,17/07/2022,29/03/2025,2
19,277,09/09/2020,,0
204,360,27/12/2020,,1
426,309,05/04/2021,,0
96,452,27/06/2022,,2
217,388,24/04/2025,19/09/2025,2
99,191,29/07/2020,,2
129,96,11/06/2021,,0
96,18,20/06/2025,01/07/2025,
83,247,25/10/2021,,0
375,446,22/01/2021,,1
160,452,27/11/2023,19/05/2024,1
68,450,16/08/2021,,1
116,349,25/09/2025,,
241,151,22/07/2023,,
405,107,02/03/2021,,1
59,348,31/05/2020,21/11/2023,
235,303,18/03/2024,,0
210,211,15/10/2021,20/05/2022,1
386,240,11/07/2022,,2
301,160,06/12/2022,24/08/2025,
250,426,21/06/2021,12/10/2021,2
6,16,10/10/2024,,2
58,173,22/01/2024,,
281,263,03/01/2021,04/01/2024,2
393,4,03/11/2020,26/04/2021,2
243,36,03/10/2022,,2
484,47,27/06/2021,,1
197,154,06/05/2023,,0
33,8,03/03/2020,,
52,257,29/08/2024,15/10/2024,1
417,399,14/07/2021,30/12/2022,0
453,371,28/01/2021,17/05/2025,2
436,299,25/04/2024,25/05/2024,
128,473,11/11/2021,,1
247,455,10/06/2021,,2
478,390,11/04/2023,,2
216,6,14/07/2024,,2
247,137,22/05/2022,08/12/2024,2
181,382,09/12/2020,,1
489,466,16/01/2025,,1
213,288,17/11/2024,,0
155,173,12/06/2024,,1
190,116,07/11/2020,,2
68,483,22/07/2025,,0
97,336,25/11/2023,,
128,19,30/10/2021,,0
74,405,09/11/2024,04/12/2024,1
377,84,30/12/2020,,0
208,339,01/01/2020,03/01/2023,0
105,290,18/02/2021,15/05/2023,0
78,143,25/01/2022,25/01/2025,
407,463,23/08/2024,,
136,332,08/05/2024,17/08/2025,0
437,46,05/07/2025,,1
110,336,22/08/2023,,1
136,350,17/06/2020,,0
456,459,28/10/2021,,
451,30,18/04/2022,,1
284,111,26/02/2023,,2
228,335,18/11/2024,,0
426,210,08/11/2022,13/10/2023,1
82,489,22/04/2025,,2
256,436,25/06/2022,22/03/2024,2
248,33,30/09/2025,,0
490,196,21/09/2024,,0
307,450,12/03/2023,,0
474,311,10/11/2020,,
365,187,06/05/2024,,2
489,56,12/10/2024,24/07/2025,
171,238,23/10/2024,,2
422,394,16/01/2021,,2
63,290,27/05/2024,,2
318,398,16/01/2023,07/07/2023,
165,92,02/01/2023,,
382,318,18/02/2022,20/09/2023,2
177,164,20/04/2025,05/10/2025,0
46,134,20/03/2023,,
413,172,08/06/2021,09/05/2023,0
55,353,08/01/2023,,1
109,200,21/08/2020,08/05/2024,2
142,19,27/08/2020,23/06/2022,1
428,39,08/05/2021,11/05/2025,2
252,100,17/06/2022,,0
38,488,15/05/2021,12/11/2024,
272,385,10/06/2021,,0
16,76,01/05/2023,,
196,487,29/08/2023,,2
155,420,03/06/2023,,0
157,333,15/01/2021,,
99,359,10/05/2025,05/09/2025,0
257,358,25/11/2020,,1
120,228,20/12/2022,,2
317,127,02/11/2023,14/01/2024,
4,138,28/10/2023,,1
402,25,12/05/2025,,1
268,108,30/09/2021,,2
68,356,11/03/2025,24/04/2025,1
468,20,14/02/2025,,0
89,57,17/11/2022,,
241,4,01/11/2021,,
376,296,21/05/2024,,
428,280,08/05/2021,,2
51,236,26/08/2023,,1
73,27,06/01/2025,,
378,240,01/04/2023,19/06/2025,1
87,96,15/05/2025,24/07/2025,0
136,269,22/06/2025,,2
318,494,02/06/2023,,0
426,350,02/07/2025,,0
178,405,07/07/2022,,1
428,12,02/02/2020,,
277,268,14/05/2024,,1
478,424,19/07/2022,,0
496,15,15/06/2022,09/03/2024,
341,3,15/03/2025,,2
162,421,21/08/2021,,0
248,145,06/02/2025,,
470,110,05/10/2024,13/01/2025,2
268,109,22/09/2022,,1
5,123,01/12/2022,,0
19,372,11/11/2024,,2
438,303,09/02/2021,,0
367,273,16/07/2021,,0
311,130,31/03/2021,,0
379,100,09/07/2022,,2
333,265,06/07/2024,,
40,325,22/10/2020,,
269,199,08/04/2022,,
248,162,04/05/2023,,1
312,481,14/08/2020,,1
299,53,18/11/2023,,1
33,344,30/06/2022,01/05/2025,1
237,76,08/02/2021,,0
481,204,27/02/2025,28/05/2025,
359,499,08/11/2020,,2
116,445,10/03/2023,,0
167,419,30/01/2024,,2
475,500,27/08/2022,,2
267,180,16/11/2023,,1
156,144,02/03/2021,,0
332,33,14/09/2024,,0
64,74,11/11/2024,01/03/2025,0
270,200,12/01/2022,,2
207,470,06/08/2024,,
307,7,16/03/2020,,0
303,32,21/04/2022,,0
101,228,27/07/2021,05/04/2025,1
403,158,22/05/2021,,2
265,396,18/01/2024,09/03/2024,0
201,420,26/02/2020,,0
422,461,03/09/2025,,1
34,147,30/12/2021,,2
428,292,06/12/2023,,1
11,355,19/12/2020,06/04/2022,2
33,327,18/09/2022,,1
333,319,24/09/2023,,1
167,445,10/05/2025,,0
268,143,27/11/2023,,
499,126,27/07/2021,,1
60,57,26/11/2024,,2
358,499,19/09/2024,,0
387,294,05/05/2021,29/01/2023,0
40,80,26/01/2024,,1
188,224,21/03/2023,,
402,440,22/07/2020,,2
478,157,17/09/2020,,
2,358,12/05/2021,26/01/2025,2
424,10,29/08/2024,,0
475,455,28/07/2023,10/08/2024,1
20,95,08/03/2023,,
51,473,21/11/2021,,0
29,198,01/10/2025,02/10/2025,2
264,225,31/07/2021,,2
69,266,10/05/2025,,
234,293,03/11/2023,29/07/2025,
113,104,29/02/2020,,2
250,14,12/06/2021,,2
472,30,31/08/2020,,2
149,298,16/08/2023,,0
259,122,17/08/2024,,0
173,410,09/05/2021,11/05/2021,2
49,276,27/01/2023,10/09/2025,2
361,269,13/02/2021,,2
54,249,04/08/2025,,1
12,39,04/08/2020,,1
226,305,23/12/2024,,1
167,101,10/09/2020,,
290,353,02/01/2020,,0
282,66,05/10/2023,,
443,417,13/09/2023,,2
215,414,20/11/2021,06/01/2025,0
193,156,20/03/2022,,2
375,192,22/03/2023,,2
147,414,13/10/2024,,2
161,438,25/03/2021,,1
51,424,17/05/2023,,
349,85,23/11/2024,,0
230,97,28/04/2020,,1
447,254,01/02/2025,,2
80,160,16/01/2024,,
418,368,03/09/2023,,1
36,124,09/12/2024,,1
76,6,26/02/2024,,2
249,288,12/08/2023,,2
358,201,18/02/2020,,
12,322,17/12/2021,,
361,255,06/09/2020,,
236,375,05/03/2024,02/05/2024,0
26,388,02/09/2021,,2
179,88,25/02/2021,,1
353,392,27/11/2024,20/08/2025,0
432,343,21/03/2022,30/10/2023,
275,11,10/05/2022,,1
328,345,29/08/2023,11/11/2024,
156,158,17/05/2025,,2
118,50,26/10/2021,,2
53,60,31/05/2021,,1
36,14,03/03/2020,12/05/2024,0
310,162,31/03/2022,17/12/2023,
36,428,04/03/2022,28/02/2024,1
111,302,04/09/2025,,2
366,112,08/02/2020,,0
267,184,25/11/2020,,2
354,338,01/01/2020,,2
498,54,24/03/2021,,1
201,450,09/11/2024,,1
368,155,12/10/2024,08/02/2025,0
67,31,14/12/2024,,2
44,277,05/12/2020,,2
408,409,18/10/2021,,1
46,127,20/01/2022,,1
126,421,11/10/2021,,2
247,220,22/03/2024,,
498,487,26/01/2023,,
160,29,29/03/2024,,0
77,438,11/06/2020,03/07/2025,2
361,237,14/09/2020,,0
115,385,05/12/2023,,1
500,248,08/06/2024,26/10/2024,
389,228,21/03/2021,,0
75,50,25/02/2023,05/08/2024,0
257,319,23/06/2024,,
15,427,28/06/2021,,
291,344,19/10/2023,,
463,478,14/11/2020,,0
205,213,15/08/2020,09/04/2023,2
93,209,22/11/2024,,2
294,374,11/08/2021,,2
2,211,26/05/2020,,2
135,66,29/01/2023,,1
302,50,02/01/2024,,0
312,305,07/07/2025,,2
236,95,01/05/2021,13/12/2021,0
293,102,17/07/2024,30/04/2025,1
395,251,24/09/2023,,2
181,129,18/10/2023,,
354,233,21/01/2023,,1
115,118,24/08/2023,,2
17,143,18/08/2023,,0
407,255,06/01/2021,,1
4,46,31/08/2024,,0
31,447,05/08/2022,14/01/2023,1
